Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
125937631,Material World: The Six Raw Materials That Shape Modern Civilization,Ed Conway,"Conway, Ed",Edmund Conway,"=""0593534344""","=""9780593534342""",0,4.52,Knopf,Hardcover,512,2023,2023,,2024/03/07,to-read,to-read (#87),to-read,,,,0,0
181350367,"How to Solve Your Own Murder (Castle Knoll Files, #1)",Kristen Perrin,"Perrin, Kristen",,"=""0593474015""","=""9780593474013""",0,3.79,Dutton,Hardcover,358,2024,2024,,2024/03/07,to-read,to-read (#86),to-read,,,,0,0
164444179,First Lie Wins,Ashley Elston,"Elston, Ashley",,"=""""","=""""",0,4.01,Pamela Dorman Books,Hardcover,340,2024,2024,,2024/02/22,to-read,to-read (#85),to-read,,,,0,0
150247395,"The Tainted Cup (Shadow of the Leviathan, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""1984820702""","=""9781984820709""",0,4.31,Del Rey,Hardcover,410,2024,2024,,2024/02/22,to-read,to-read (#84),to-read,,,,0,0
15808294,"Trading Bases: A Story About Wall Street, Gambling, and Baseball (Not Necessarily in That Order )",Joe Peta,"Peta, Joe",,"=""0525953647""","=""9780525953647""",0,4.03,Dutton,Hardcover,384,2013,2013,,2024/02/12,to-read,to-read (#83),to-read,,,,0,0
60310736,Net Gains: Inside the Beautiful Game’s Analytics Revolution,Ryan O'Hanlon,"O'Hanlon, Ryan",,"=""1419758918""","=""9781419758911""",0,4.21,Harry N. Abrams,Hardcover,288,2022,2022,,2024/02/12,to-read,to-read (#82),to-read,,,,0,0
49950673,"The Inside Game: Bad Calls, Strange Moves, and What Baseball Behavior Teaches Us About Ourselves",Keith Law,"Law, Keith",,"=""0062942727""","=""9780062942722""",0,3.88,William Morrow,Hardcover,304,2020,2020,,2024/02/12,to-read,to-read (#81),to-read,,,,0,0
42283858,The MVP Machine: How Baseball's New Nonconformists Are Using Data to Build Better Players,Ben Lindbergh,"Lindbergh, Ben",Travis Sawchik,"=""1541698940""","=""9781541698949""",0,4.27,Basic Books,Hardcover,384,2019,2019,,2024/02/09,to-read,to-read (#80),to-read,,,,0,0
26792284,The Only Rule Is It Has to Work: Our Wild Experiment Building a New Kind of Baseball Team,Ben Lindbergh,"Lindbergh, Ben",Sam Miller,"=""1627795642""","=""9781627795647""",0,4.24,Henry Holt and Co.,Hardcover,368,2016,2016,,2024/02/09,to-read,to-read (#79),to-read,,,,0,0
59571699,Love on the Brain,Ali Hazelwood,"Hazelwood, Ali",,"=""1408725789""","=""9781408725788""",5,3.91,Sphere,Kindle Edition,368,2022,2022,2024/02/08,2024/02/08,,,read,,,,1,0
60321447,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1982172002""","=""9781982172008""",0,4.42,Scribner,Hardcover,464,2022,2022,,2023/03/20,currently-reading,currently-reading (#2),currently-reading,,,,2,0
40874032,"Vicious (Villains, #1)",Victoria E. Schwab,"Schwab, Victoria E.",,"=""""","=""""",4,4.20,Tor Books,Kindle Edition,402,2013,2013,2024/02/02,2023/08/05,,,read,,,,1,0
39679076,"House of Salt and Sorrows (Sisters of the Salt, #1)",Erin A. Craig,"Craig, Erin A.",,"=""1984831925""","=""9781984831927""",0,3.90,Delacorte,Hardcover,403,2019,2019,,2024/01/14,to-read,to-read (#78),to-read,,,,0,0
63241104,Tom Lake,Ann Patchett,"Patchett, Ann",,"=""006332752X""","=""9780063327528""",2,3.95,Harper,Hardcover,309,2023,2023,2024/01/13,2023/08/27,,,read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",3,3.99,Viking,Hardcover,288,2020,2020,2024/01/05,2023/06/28,,,read,,,,1,0
53138083,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon",Colin Bryar,"Bryar, Colin",Bill Carr,"=""1250267595""","=""9781250267597""",0,4.21,St. Martin's Press,Hardcover,304,2021,2021,,2024/01/11,to-read,to-read (#77),to-read,,,,0,0
196864520,"Butcher & Blackbird (The Ruinous Love Trilogy, #1)",Brynne Weaver,"Weaver, Brynne",,"=""""","=""9798857497074""",0,4.03,Independently Published,Paperback,360,2023,2023,,2024/01/01,to-read,to-read (#76),to-read,,,,0,0
60690784,"Kiss the Sky (Calloway Sisters, #1)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""""","=""""",0,4.21,K.B. Ritchie ,Kindle Edition,443,2022,2014,,2024/01/01,to-read,to-read (#75),to-read,,,,0,0
45484397,"The Deal (Off-Campus, #1)",Elle Kennedy,"Kennedy, Elle",,"=""""","=""""",3,4.22,Bloom Books,Paperback,360,2015,2015,2023/07/31,2023/12/30,,,read,,,,1,0
29589074,"Truly, Devious (Truly Devious, #1)",Maureen Johnson,"Johnson, Maureen",,"=""""","=""""",0,3.90,HarperCollins,Hardcover,416,2018,2018,,2023/12/27,to-read,to-read (#74),to-read,,,,0,0
18293427,The Storied Life of A.J. Fikry,Gabrielle Zevin,"Zevin, Gabrielle",,"=""1616203218""","=""9781616203214""",4,4.04,Algonquin Books,Hardcover,260,2014,2014,2023/12/26,2023/06/23,,,read,,,,1,0
59947696,Wrong Place Wrong Time,Gillian McAllister,"McAllister, Gillian",,"=""0063252341""","=""9780063252349""",0,3.98,William Morrow,Hardcover,416,2022,2022,,2023/12/22,to-read,to-read (#73),to-read,,,,0,0
58687126,Finding Me,Viola Davis,"Davis, Viola",,"=""0063037327""","=""9780063037328""",0,4.54,HarperOne,Hardcover,304,2022,2022,,2023/12/21,to-read,to-read (#72),to-read,,,,0,0
62361081,The True Love Experiment,Christina Lauren,"Lauren, Christina",,"=""1982173432""","=""9781982173432""",4,4.08,Gallery Books,Hardcover,409,2023,2023,2023/12/22,2023/12/21,,,read,,,,1,0
50196744,Know My Name,Chanel Miller,"Miller, Chanel",,"=""0735223718""","=""9780735223714""",0,4.69,Viking,ebook,384,2019,2019,,2023/12/17,to-read,to-read (#71),to-read,,,,0,0
58410355,"Nightbane (Lightlark, #2)",Alex Aster,"Aster, Alex",,"=""""","=""""",4,4.11,Abrams,Kindle Edition,432,2023,2023,2023/12/17,2023/04/01,,,read,,,,1,0
60683957,Check & Mate,Ali Hazelwood,"Hazelwood, Ali",,"=""0593619919""","=""9780593619919""",4,3.95,G.P. Putnam's Sons Books for Young Readers,Paperback,347,2023,2023,2023/12/14,2023/11/21,,,read,,,,2,0
193551904,"Meet Me in the Ether (Meet Me in the Ether, #1)",Iris Lake,"Lake, Iris",,"=""""","=""""",0,4.05,,,,2023,,,2023/11/25,to-read,to-read (#70),to-read,,,,0,0
90202302,"Iron Flame (The Empyrean, #2)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374178""","=""9781649374172""",3,4.37,Entangled: Red Tower Books,Hardcover,623,2023,2023,2023/11/24,2023/11/08,,,read,,,,1,0
66087062,The Unmaking of June Farrow,Adrienne Young,"Young, Adrienne",,"=""0593598679""","=""9780593598672""",3,4.14,Delacorte Press,Hardcover,320,2023,2023,2023/11/21,2023/11/04,,,read,,,,1,0
61313902,Five Survive,"Holly Jackson, Five Survive","Survive, Holly Jackson, Five",,"=""0755504402""","=""9780755504404""",3,4.08,Electric Monkey,Hardcover,391,2022,2022,2023/11/20,2023/11/19,,,read,,,,1,0
45434420,Quit Like a Woman: The Radical Choice to Not Drink in a Culture Obsessed with Alcohol,Holly Whitaker,"Whitaker, Holly",,"=""1984825054""","=""9781984825056""",0,3.99,The Dial Press,Hardcover,368,2019,2019,,2023/11/13,to-read,to-read (#69),to-read,,,,0,0
75513900,"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,"Roberts, Lauren",,"=""""","=""""",5,4.17,,Kindle Edition,523,2023,2023,2023/11/13,2023/10/27,,,read,,,,1,0
62047992,"Days at the Morisaki Bookshop (Days at the Morisaki Bookshop, #1)",Satoshi Yagisawa,"Yagisawa, Satoshi",Eric Ozawa,"=""0063278677""","=""9780063278677""",0,3.65,Harper Perennial,Paperback,150,2023,2010,,2023/11/08,to-read,to-read (#68),to-read,,,,0,0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",Janet Mills,"=""1878424505""","=""9781878424501""",0,4.19,Amber-Allen Publishing,Hardcover,152,2001,1997,,2023/11/07,to-read,to-read (#67),to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",3,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2023/10/30,2023/03/14,,,read,,,,1,0
56769575,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393881725""","=""9780393881721""",0,4.06,W. W. Norton & Company,Paperback,320,2021,2003,,2023/10/29,to-read,to-read (#66),to-read,,,,0,0
125474375,Woke Up Like This,Amy  Lea,"Lea, Amy",,"=""1662511701""","=""9781662511707""",3,4.01,Mindy's Book Studio ,Paperback,300,2023,2023,2023/10/16,2023/10/05,,,read,,,,1,0
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",4,4.64,Bloomsbury Publishing,Paperback,626,2020,2016,2023/10/01,2023/10/01,,,read,,,,1,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",3,4.17,Bloomsbury Publishing,Paperback,419,2020,2015,2023/09/29,2023/04/22,,,read,,,,1,0
43263520,The Grace Year,Kim Liggett,"Liggett, Kim",,"=""1250145449""","=""9781250145444""",3,4.15,Wednesday Books,Hardcover,416,2019,2019,2023/09/19,2023/07/07,,,read,,,,1,0
62919856,"Glossy: Ambition, Beauty, and the Inside Story of Emily Weiss's Glossier",Marisa Meltzer,"Meltzer, Marisa",,"=""1982190604""","=""9781982190606""",0,3.30,Atria/One Signal Publishers,Hardcover,304,2023,2023,,2023/09/13,to-read,to-read (#65),to-read,,,,0,0
91274427,What You Are Looking For Is in the Library,Michiko Aoyama,"Aoyama, Michiko",Alison Watts,"=""1335005625""","=""9781335005625""",0,4.07,Hanover Square Press,Hardcover,304,2023,2020,,2023/09/13,to-read,to-read (#64),to-read,,,,0,0
61326735,"Love, Theoretically",Ali Hazelwood,"Hazelwood, Ali",,"=""1408725797""","=""9781408725795""",4,4.09,Sphere,Paperback,389,2023,2023,2023/09/03,2023/08/19,,,read,,,,1,0
59559145,Spells for Forgetting,Adrienne Young,"Young, Adrienne",,"=""0593358511""","=""9780593358511""",3,3.87,Delacorte Press,Hardcover,351,2022,2022,2023/08/30,2022/10/12,,,read,,,,1,0
62926938,The Seven Year Slip,Ashley Poston,"Poston, Ashley",,"=""""","=""""",4,4.19,Berkley,Paperback,336,2023,2023,2023/08/28,2023/08/09,,,read,,,,1,0
62804258,"The Brothers Hawthorne (The Inheritance Games, #4)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""0316480770""","=""9780316480772""",0,3.92,"Little, Brown Books for Young Readers",Hardcover,480,2023,2023,,2023/08/27,to-read,to-read (#63),to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.37,Ecco,Hardcover,368,2022,2022,,2023/08/27,to-read,to-read (#62),to-read,,,,0,0
60623908,Power And Prediction: The Disruptive Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb","=""1647824192""","=""9781647824198""",0,4.23,Harvard Business Review Press,Hardcover,256,2022,,,2023/08/26,to-read,to-read (#61),to-read,,,,0,0
62926992,The Wishing Game,Meg Shaffer,"Shaffer, Meg",,"=""0593598830""","=""9780593598832""",5,4.04,Ballantine Books,Hardcover,304,2023,2023,2023/08/26,2023/06/09,,,read,,,,1,0
40914164,The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""149267012X""","=""9781492670124""",3,3.80,Sourcebooks Landmark,Paperback,458,2019,2018,2023/08/20,2023/08/19,,,read,"I really enjoyed this book, but it got confusing with so much going on towards the end and lead me to feel lost occasionally. Still, the book was highly interesting and so cleverly written. Defs kept me on my toes to figure out what’s going on. Loved all the plot twists!",,,1,0
53137938,The Things We Leave Unfinished,Rebecca Yarros,"Yarros, Rebecca",,"=""1682815668""","=""9781682815663""",4,4.30,Entangled: Amara,Paperback,400,2021,2021,2023/08/15,2023/06/29,,,read,,,,1,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",3,4.27,Del Rey,Hardcover,382,2014,2014,2023/08/12,2023/07/18,,,read,,,,1,0
61612864,"The Book That Wouldn’t Burn (The Library Trilogy, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0593437918""","=""9780593437919""",0,4.00,Ace,Hardcover,559,2023,2023,,2023/08/12,to-read,to-read (#60),to-read,,,,0,0
38255337,One Day in December,Josie Silver,"Silver, Josie",,"=""""","=""""",0,3.84,Ballantine Books,Paperback,393,2018,2018,,2023/08/12,to-read,to-read (#59),to-read,,,,0,0
241823,Women Who Run With the Wolves,Clarissa Pinkola Estés,"Estés, Clarissa Pinkola",,"=""0345409876""","=""9780345409874""",0,4.12,Ballantine Books,Paperback,537,1995,1992,,2023/08/10,to-read,to-read (#58),to-read,,,,0,0
62583508,Talking at Night,Claire Daverley,"Daverley, Claire",,"=""0593653483""","=""9780593653487""",0,3.93,Pamela Dorman Books,Hardcover,400,2023,2023,,2023/08/10,to-read,to-read (#57),to-read,,,,0,0
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",Joel Lovell,"=""""","=""""",0,4.40,Random House,Hardcover,272,2019,2019,,2023/08/06,to-read,to-read (#56),to-read,,,,0,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.36,Sceptre,Hardcover,342,2018,2018,,2023/08/05,to-read,to-read (#55),to-read,,,,0,0
50705179,Numbers Don't Lie: 71 Things You Need to Know About the World,Vaclav Smil,"Smil, Vaclav",,"=""0241454417""","=""9780241454411""",0,3.83,Viking,Hardcover,384,2020,2020,,2022/11/06,currently-reading,currently-reading (#1),currently-reading,,,,1,0
58438593,The Soulmate Equation,Christina Lauren,"Lauren, Christina",,"=""1982171111""","=""9781982171117""",4,3.99,Gallery Books,Paperback,360,2022,2021,2023/08/04,2023/08/02,,,read,,,,1,0
59808071,"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,"Garber, Stephanie",,"=""1250268427""","=""9781250268426""",0,4.50,Flatiron Books,Hardcover,416,2022,2022,,2023/08/03,to-read,to-read (#54),to-read,,,,0,0
28449207,"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,"Taylor, Laini",,"=""0316341681""","=""9780316341684""",0,4.28,"Little, Brown Books for Young Readers",Hardcover,532,2017,2017,,2023/08/03,to-read,to-read (#53),to-read,,,,0,0
54613751,House of Hollow,Krystal Sutherland,"Sutherland, Krystal",,"=""059311034X""","=""9780593110348""",3,4.02,G.P. Putnam's Sons Books for Young Readers,Hardcover,292,2021,2021,2023/08/03,2022/08/22,,,read,,,,1,0
58014893,Every Summer After,Carley Fortune,"Fortune, Carley",,"=""0593438531""","=""9780593438534""",4,4.19,Berkley,Paperback,320,2022,2022,,2022/05/21,,,read,,,,1,0
123857637,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,"Voss, Chris",Tahl Raz,"=""1847941494""","=""9781847941497""",0,4.36,Random House Business,Paperback,288,2023,2016,,2023/07/28,to-read,to-read (#52),to-read,,,,0,0
36269867,Principles,Ray Dalio,"Dalio, Ray",,"=""""","=""""",0,4.11,,Paperback,,,2017,,2023/07/28,to-read,to-read (#51),to-read,,,,0,0
54776211,A Fatal Thing Happened on the Way to the Forum: Murder in Ancient Rome,Emma Southon,"Southon, Emma",,"=""1419753053""","=""9781419753053""",0,4.08,Harry N. Abrams,Hardcover,352,2021,2020,,2023/07/26,to-read,to-read (#50),to-read,,,,0,0
60435878,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158687""","=""9780593158685""",5,4.20,Ballantine Books,Hardcover,384,2022,2022,2023/07/24,2023/07/16,,,read,,,,1,0
60784546,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",3,4.16,Wednesday Books,Hardcover,357,2023,2023,2023/07/24,2023/07/23,,,read,,,,1,0
61246394,"Trial of the Sun Queen (Artefacts of Ouranos, #1)",Nisha J. Tuli,"Tuli, Nisha J.",,"=""""","=""""",4,3.89,,Paperback,400,2022,2023,2023/07/20,2023/07/17,,,read,This book took me out of my Fantasy book reading slump. The Selection and Hunger games series fan in me couldn’t help but finish this within 2 days,,,1,0
62894746,"Rule of the Aurora King (Artefacts of Ouranos, #2)",Nisha J. Tuli,"Tuli, Nisha J.",,"=""1990898041""","=""9781990898044""",0,3.98,NJT Author,Paperback,503,2023,2023,,2023/07/19,to-read,to-read (#49),to-read,,,,0,0
59357120,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,3.74,The Borough Press,Hardcover,329,2023,2023,,2023/07/18,to-read,to-read (#48),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",4,4.50,Ballantine Books,Hardcover,476,2021,2021,2023/07/18,2023/03/19,,,read,,,,1,0
61718053,Happy Place,Emily Henry,"Henry, Emily",,"=""0593441273""","=""9780593441275""",3,3.96,Berkley,Hardcover,400,2023,2023,2023/07/14,2023/07/02,,,read,,,,1,0
60714999,"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",3,4.29,Independently Published,Kindle Edition,504,2022,2022,2023/07/13,2023/07/05,,,read,,,,1,0
29779231,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""1784701998""","=""9781784701994""",5,4.41,Vintage,Paperback,229,2016,2016,2023/07/10,2023/03/14,,,read,,,,1,0
58484901,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159316""","=""9781982159313""",0,4.14,Simon & Schuster,Hardcover,304,2022,2022,,2023/07/02,to-read,to-read (#47),to-read,,,,0,0
36399096,The Dinner List,Rebecca Serle,"Serle, Rebecca",,"=""""","=""""",0,3.55,Flatiron Books,ebook,288,2018,2018,,2023/06/29,to-read,to-read (#46),to-read,,,,0,0
63193458,Tiny Beautiful Things: Advice from Dear Sugar,Cheryl Strayed,"Strayed, Cheryl",Steve Almond,"=""0593685210""","=""9780593685211""",0,4.16,Vintage,Paperback,400,2022,2012,,2023/06/29,to-read,to-read (#45),to-read,,,,0,0
52347808,Every Last Secret,A.R. Torre,"Torre, A.R.",,"=""1542020182""","=""9781542020183""",0,3.95,Thomas & Mercer,Kindle Edition,291,2020,2020,,2023/06/29,to-read,to-read (#44),to-read,,,,0,0
55994372,The Paper Palace,Miranda Cowley Heller,"Heller, Miranda Cowley",,"=""""","=""""",0,3.79,Riverhead Books,Hardcover,400,2021,2021,,2023/06/29,to-read,to-read (#43),to-read,,,,0,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.07,Knopf,Hardcover,333,2014,2014,,2023/06/29,to-read,to-read (#42),to-read,,,,0,0
126919284,The Heiress,Rachel Hawkins,"Hawkins, Rachel",,"=""1250280036""","=""9781250280039""",0,3.85,St. Martin's Press,Hardcover,294,2024,2024,,2023/06/28,to-read,to-read (#41),to-read,,,,0,0
60456894,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798673""","=""9781524798673""",4,4.03,Ballantine Books,Paperback,389,2022,2021,2023/06/28,2022/05/21,,,read,,,,1,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",4,4.58,Entangled: Red Tower Books,Hardcover,498,2023,2023,2023/06/10,2023/06/10,,,read,,,,1,0
